IncidentNumber,DateOfCall,CalYear,HourOfCall,IncGeo_BoroughName,Easting_rounded,Northing_rounded,AttendanceTime,DeployedFromStation,lat_cal,long_cal,lat_cal_r,long_cal_r,stat,lat,long,bor_sqkm,pop_per_stat,distance_stat,distance,AttendanceTimeClasses3
006717-15012023,15-Jan-23,2023,12,ISLINGTON,530250,187050,130.0,Holloway,inf,inf,51.567288730846315,-0.12214828266518575,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,730.1240758049432,0-3min
086698-15062023,15-Jun-23,2023,1,EALING,514550,185050,208.0,Northolt,inf,inf,51.55271820131573,-0.3492106330461231,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,752.2015920790677,3-6min
026887-23022023,23-Feb-23,2023,8,LAMBETH,531950,172050,469.0,West Norwood,inf,inf,51.43209607742437,-0.10323999369275338,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,878.7653062454651,6-9min
130823-28082023,28-Aug-23,2023,4,REDBRIDGE,545450,186750,200.0,Ilford,51.560514897018294,0.09623176377424203,51.56088094665805,0.09688341138916214,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,405.1610215732298,3-6min
088315-17062023,17-Jun-23,2023,14,CROYDON,536750,163050,259.0,Addington,inf,inf,51.35008190594772,-0.03769661636598704,Addington,51.35185047,-0.0239798,86.52,78101.0,18718.41426144012,975.6527627408964,3-6min
039345-20032023,20-Mar-23,2023,10,LEWISHAM,540150,172450,478.0,Bromley,51.433577780443464,0.015428745970928491,51.43372344621384,0.014802117284710236,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,2955.303694640726,6-9min
087882-16062023,16-Jun-23,2023,20,REDBRIDGE,543550,186350,262.0,Ilford,51.55746376863143,0.06953234983943822,51.557773089861875,0.06932999471367172,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,1625.6039148156883,3-6min
178668-14112023,14-Nov-23,2023,11,LAMBETH,532250,171650,180.0,West Norwood,51.428527947345195,-0.09947492889773277,51.42843155342581,-0.09907613776046532,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,855.8329842205362,0-3min
026698-22022023,22-Feb-23,2023,19,BARNET,520650,190850,391.0,Mill Hill,inf,inf,51.6035737598534,-0.25928086011625967,Mill Hill,51.61522,-0.24342,86.74,97160.0,14457.554325991356,1698.8935379361544,6-9min
104379-13072023,13-Jul-23,2023,9,WANDSWORTH,526050,172950,367.0,Tooting,51.44158934300301,-0.18774441896775693,51.44152643363211,-0.18774690920241402,Tooting,51.4380528,-0.1654001,34.26,109456.0,8131.550209914634,1601.0370097602738,6-9min
146197-21092023,21-Sep-23,2023,1,SOUTHWARK,534450,176050,247.0,Peckham,inf,inf,51.46745460144665,-0.06577977643654491,Peckham,51.47405032,-0.07799246,28.85,102125.0,5037.216063725273,1121.8789627113547,3-6min
020443-10022023,10-Feb-23,2023,8,RICHMOND UPON THAMES,518250,174450,387.0,Richmond,inf,inf,51.456688277542746,-0.29941985044813146,Richmond,51.4674124,-0.2849489,57.41,97616.0,11771.22733156341,1560.452677294378,6-9min
192351-07122023,07-Dec-23,2023,17,WALTHAM FOREST,539650,192350,311.0,Woodford,inf,inf,51.61266585877045,0.01549462878965904,Woodford,51.60883,0.026243,56.41,103279.0,15535.957097521175,858.2025778785827,3-6min
066375-12052023,12-May-23,2023,14,BARNET,524950,189850,449.0,Hendon,51.593883543134986,-0.19696413709103397,51.59365020564117,-0.1975797471127108,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,2261.891323622116,6-9min
049413-09042023,09-Apr-23,2023,18,LAMBETH,529250,175850,118.0,Clapham,inf,inf,51.466867694335335,-0.14067148080967265,Clapham,51.4648861,-0.1435183,26.82,63500.0,4838.483661929665,296.21461209978446,0-3min
175924-10112023,10-Nov-23,2023,1,WESTMINSTER,529650,180950,194.0,Soho,51.51278451126607,-0.13336917230021467,51.51260849214738,-0.13304489501409622,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,96.16810666290475,3-6min
086996-15062023,15-Jun-23,2023,15,BARNET,522350,189150,278.0,Hendon,51.58776522409438,-0.23518613008331415,51.5879293774,-0.23533855953297028,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,473.304993894154,3-6min
100474-06072023,06-Jul-23,2023,23,HARROW,515550,189350,395.0,Harrow,51.591252262544444,-0.33347884490112506,51.59116095326576,-0.33338113188150104,Harrow,51.59096,-0.36634,50.47,130494.0,18990.194902322222,2279.319310822236,6-9min
086923-15062023,15-Jun-23,2023,13,HAVERING,551350,188650,353.0,Harold Hill,51.576279816629494,0.18202249805166149,51.57640117834965,0.1827499448691078,Harold Hill,51.598285,0.2238306,112.27,65506.0,26363.7578289972,3791.2379718502857,3-6min
042610-27032023,27-Mar-23,2023,7,WESTMINSTER,525550,182850,568.0,Paddington,51.53016953625824,-0.19150975261882788,51.53060878536055,-0.19142025860334172,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,1254.8772707549747,9-12min
154314-04102023,04-Oct-23,2023,21,TOWER HAMLETS,537850,179150,278.0,Millwall,51.49431067774059,-0.015964433293594343,51.49449427002548,-0.015653927835864726,Millwall,51.500806,-0.025725,19.77,62455.0,7085.781804491156,992.0099652512899,3-6min
117956-05082023,05-Aug-23,2023,17,BROMLEY,535850,168550,354.0,Woodside,inf,inf,51.399723012185696,-0.04851152835684981,Woodside,51.38585958,-0.06244946,86.52,78101.0,14237.086002083892,1822.114929053561,3-6min
153257-03102023,03-Oct-23,2023,2,BRENT,519050,189350,1.0,Stanmore,inf,inf,51.59043301845429,-0.282881179379746,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,1794.961601127484,0-3min
120643-10082023,10-Aug-23,2023,15,ISLINGTON,531250,183550,360.0,Euston,inf,inf,51.53560439660809,-0.10903347016318946,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,1743.8484456381293,3-6min
052988-16042023,16-Apr-23,2023,23,CAMDEN,530650,182450,243.0,Euston,51.52576396870797,-0.11781691096296629,51.5258582262572,-0.11808692916055659,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,929.4907845753838,3-6min
094906-27062023,27-Jun-23,2023,15,LAMBETH,531250,174250,243.0,Brixton,inf,inf,51.45202918539145,-0.11248889072305246,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,1267.3187184734782,3-6min
097872-02072023,02-Jul-23,2023,16,ENFIELD,530950,192650,262.0,Southgate,51.617666991209134,-0.11055008807197798,51.61745077643613,-0.10996681917609066,Southgate,51.6306,-0.12754,80.84,109867.0,13734.420279492835,1859.7193793220408,3-6min
153440-03102023,03-Oct-23,2023,13,HARINGEY,531450,190750,425.0,Hornsey,inf,inf,51.60026025049477,-0.10346084940123806,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,2224.7234047589277,6-9min
182974-22112023,22-Nov-23,2023,4,LEWISHAM,534050,171450,349.0,Forest Hill,inf,inf,51.426211720257506,-0.0732757691257126,Forest Hill,51.442526,-0.04486797,35.15,74952.0,9196.60724664435,2682.7263504079065,3-6min
185207-25112023,25-Nov-23,2023,18,REDBRIDGE,543050,190850,371.0,Hainault,inf,inf,51.598334794378474,0.06395373935066198,Hainault,51.605945,0.10283,56.41,103279.0,19373.89533919592,2823.4948331761784,6-9min
073296-25052023,25-May-23,2023,11,WESTMINSTER,525150,182450,251.0,Paddington,inf,inf,51.52710271499808,-0.19732571922695957,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,1254.8461311956812,3-6min
113373-28072023,28-Jul-23,2023,16,WESTMINSTER,529250,181350,268.0,Soho,51.51617143094427,-0.1388229409048572,51.51629473037856,-0.13865937179153645,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,617.1536172581804,3-6min
198828-18122023,18-Dec-23,2023,17,HILLINGDON,505850,176850,164.0,Southall,51.480478200988294,-0.47778781879229854,51.48071210184646,-0.47710317485618414,Southall,51.51144,-0.37448,55.53,91532.0,17114.811924824804,7956.461471959108,0-3min
031334-04032023,04-Mar-23,2023,5,WESTMINSTER,527850,181050,308.0,Paddington,inf,inf,51.51391696819352,-0.1589334248803489,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,1812.5137731572331,3-6min
154147-04102023,04-Oct-23,2023,16,ISLINGTON,532750,181950,363.0,Shoreditch,51.52069359674925,-0.08843308946648794,51.52087573768207,-0.08802185513905607,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,718.0940209665766,6-9min
121553-12082023,12-Aug-23,2023,4,BARKING AND DAGENHAM,547150,184450,373.0,Barking,51.540202146232815,0.12014559696725634,51.53977437040254,0.12042855347554138,Barking,51.52982,0.088809,36.09,109267.0,15193.759829792516,2464.1754030558786,6-9min
141990-14092023,14-Sep-23,2023,15,SOUTHWARK,534850,176850,514.0,Dockhead,inf,inf,51.47454859380236,-0.05971971885074585,Dockhead,51.50061865,-0.07079419,28.85,102125.0,3995.727280892831,3000.760099253916,6-9min
139323-10092023,10-Sep-23,2023,4,SUTTON,529050,163950,481.0,Purley,inf,inf,51.35996936072808,-0.1478763286995,Purley,51.33170045,-0.12504873,86.52,78101.0,19533.83792679669,3524.3533160712313,6-9min
176912-11112023,11-Nov-23,2023,18,BARNET,521950,190050,285.0,Hendon,inf,inf,51.596104376770725,-0.24079696011408777,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,1154.7152841477841,3-6min
161863-17102023,17-Oct-23,2023,10,CROYDON,534250,168650,359.0,Beckenham,inf,inf,51.40100223041306,-0.07146003929362801,Beckenham,51.40804499,-0.0341093,150.15,82458.0,12792.281250373548,2714.611584640123,3-6min
073716-26052023,26-May-23,2023,5,GREENWICH,538050,176950,12.0,Greenwich,51.47422342411411,-0.013452170324170938,51.474676142059,-0.013634102818582662,Greenwich,51.47380645,-0.01340824,47.35,57851.0,8733.466473723414,46.53417630957479,0-3min
187208-29112023,29-Nov-23,2023,7,WANDSWORTH,527650,174950,215.0,Battersea,inf,inf,51.45914230670811,-0.16401737905723682,Battersea,51.4671185,-0.1876668,34.26,109456.0,6105.024929730367,1867.8220454171928,3-6min
128182-23082023,23-Aug-23,2023,18,WESTMINSTER,527250,181950,381.0,Paddington,51.5224877834793,-0.16703491213271096,51.522140448670775,-0.16725066597864496,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,1140.085096429996,6-9min
039441-20032023,20-Mar-23,2023,12,KINGSTON UPON THAMES,519950,168350,321.0,New Malden,inf,inf,51.401507240666604,-0.27702708116574576,New Malden,51.3991327,-0.2479471,37.25,55948.0,14638.373642315508,2040.9014560629362,3-6min
136743-06092023,06-Sep-23,2023,18,WANDSWORTH,529250,170850,498.0,West Norwood,inf,inf,51.42193361246179,-0.14249570469970302,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,2235.133094994603,6-9min
174184-06112023,06-Nov-23,2023,23,HARINGEY,531850,188050,318.0,Holloway,51.57548873467054,-0.09807003979474611,51.57590363932815,-0.09870215646961006,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,1991.5657762925487,3-6min
137883-08092023,08-Sep-23,2023,12,LAMBETH,531950,175050,229.0,Brixton,51.45935550518657,-0.10229721435085987,51.45905592037558,-0.10212250547677658,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,810.9181157469549,3-6min
106852-17072023,17-Jul-23,2023,12,KENSINGTON AND CHELSEA,524050,180450,995.0,Battersea,inf,inf,51.50937106975843,-0.21387745819526466,Battersea,51.4671185,-0.1876668,34.26,109456.0,6105.024929730367,5041.135659175311,> 15min
203747-27122023,27-Dec-23,2023,15,CROYDON,534850,168350,387.0,Woodside,inf,inf,51.398164098704115,-0.06295384834321067,Woodside,51.38585958,-0.06244946,86.52,78101.0,14237.086002083892,1369.3988429795804,6-9min
201045-22122023,22-Dec-23,2023,15,WESTMINSTER,529350,181150,331.0,Soho,51.51464785509028,-0.136881708672044,51.51447452681169,-0.13729232907735053,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,407.36166229779354,3-6min
001982-05012023,05-Jan-23,2023,2,HARROW,519350,191250,390.0,Stanmore,inf,inf,51.607445385913266,-0.27790690795745837,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,1416.6598636213544,6-9min
112418-26072023,26-Jul-23,2023,22,BROMLEY,536950,169450,307.0,Beckenham,51.40727057348219,-0.03199960854647048,51.407546435995904,-0.03236161677142377,Beckenham,51.40804499,-0.0341093,150.15,82458.0,12792.281250373548,171.73577889014237,3-6min
110564-23072023,23-Jul-23,2023,18,LEWISHAM,536550,175850,296.0,New Cross,inf,inf,51.46515499619847,-0.03564324320422615,New Cross,51.47373132,-0.04923807,35.15,74952.0,6577.655665872406,1342.7003179390476,3-6min
092891-24062023,24-Jun-23,2023,20,HILLINGDON,507050,175950,257.0,Heathrow,51.47232944663288,-0.459744040231906,51.472397089837024,-0.4601017277111894,Heathrow,51.4803,-0.45864,115.7,76198.0,23132.63518837176,888.8816929912574,3-6min
179600-15112023,15-Nov-23,2023,23,LAMBETH,532250,175350,240.0,Brixton,inf,inf,51.461681946610526,-0.09769480812577253,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,1009.9695721386945,3-6min
195924-13122023,13-Dec-23,2023,18,HILLINGDON,505650,181150,453.0,Hillingdon,inf,inf,51.51939911958162,-0.47869587622084153,Hillingdon,51.53228,-0.45221,115.7,76198.0,22665.210491894057,2330.792939419318,6-9min
162796-18102023,18-Oct-23,2023,21,GREENWICH,541150,175450,178.0,Lee Green,inf,inf,51.46043312499245,0.030373955020478075,Lee Green,51.45641806,0.0126902,47.35,57851.0,11236.03491810118,1307.7450462534405,0-3min
150096-27092023,27-Sep-23,2023,18,BROMLEY,541350,159850,209.0,Biggin Hill,inf,inf,51.32020190110035,0.027045503337555656,Biggin Hill,51.31362132,0.03407686,150.15,82458.0,24279.01823237009,881.0832506344311,3-6min
065836-11052023,11-May-23,2023,12,LAMBETH,529750,171850,442.0,Norbury,51.430610940162175,-0.13453359659429634,51.43080629792832,-0.1349428354129231,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,2803.821125158498,6-9min
113556-28072023,28-Jul-23,2023,22,HACKNEY,533250,182450,148.0,Shoreditch,51.52555660308436,-0.08060334481416781,51.525251302040495,-0.08063059963627708,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,285.66333973067896,0-3min
038666-18032023,18-Mar-23,2023,20,BARNET,526250,196050,206.0,Barnet,inf,inf,51.64907835766852,-0.17659055342837948,Barnet,51.64717,-0.18591,86.74,97160.0,16095.505140908866,679.0933864191071,3-6min
050736-12042023,12-Apr-23,2023,14,HAVERING,558350,188450,695.0,Wennington,51.57250460816705,0.28352634788555775,51.57268316977226,0.28359302519699636,Wennington,51.5064084,0.2204125,112.27,65506.0,24100.059922961773,8560.399204470032,9-12min
105612-15072023,15-Jul-23,2023,12,KINGSTON UPON THAMES,518250,167250,117.0,Surbiton,51.39177258493744,-0.30133913086963116,51.391977393240005,-0.3018202479628577,Surbiton,51.3922498,-0.3005909,37.25,55948.0,17534.126772379575,72.94454869953346,0-3min
206011-31122023,31-Dec-23,2023,22,BRENT,522850,186750,400.0,Hendon,51.56589404767238,-0.22909299460143273,51.56625178917782,-0.22896366568248153,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,2572.3882010564857,6-9min
034275-10032023,10-Mar-23,2023,5,RICHMOND UPON THAMES,513750,172850,240.0,Twickenham,51.4435443582892,-0.3640863750053988,51.44322882090382,-0.36467323333254686,Twickenham,51.4674071,-0.3199681,57.41,97616.0,14048.66163547699,4054.362945488073,3-6min
129580-25082023,25-Aug-23,2023,19,LAMBETH,530750,175250,269.0,Brixton,inf,inf,51.46113144245149,-0.11931119142047708,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,570.5980071849593,3-6min
036931-15032023,15-Mar-23,2023,9,SUTTON,525950,164350,378.0,Sutton,51.3640631942161,-0.1923434550302569,51.36425936180049,-0.19223517537091228,Sutton,51.36904525,-0.21119305,43.85,104758.0,16433.216549540477,1427.024099713656,6-9min
097405-01072023,01-Jul-23,2023,21,NEWHAM,540050,181350,284.0,Plaistow,inf,inf,51.51372301011819,0.01688903360642969,Plaistow,51.520068,0.031699,36.22,116875.0,11120.328820106488,1247.0719271237256,3-6min
205976-31122023,31-Dec-23,2023,21,KENSINGTON AND CHELSEA,526350,178650,354.0,Fulham,inf,inf,51.49268548409442,-0.1813971706324903,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,2131.81242599373,3-6min
185796-26112023,26-Nov-23,2023,18,KENSINGTON AND CHELSEA,524550,182050,159.0,North Kensington,inf,inf,51.52364043547056,-0.20611157803744865,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,637.4689515013089,0-3min
001859-04012023,04-Jan-23,2023,19,WESTMINSTER,527150,183150,298.0,Paddington,inf,inf,51.532947137300496,-0.16825847793339005,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,1749.2440066933636,3-6min
137367-07092023,07-Sep-23,2023,16,SOUTHWARK,532050,178750,52.0,Lambeth,51.4919693969375,-0.09882555237317753,51.49228287303777,-0.09930229736449346,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3547.3801788818,0-3min
006960-15012023,15-Jan-23,2023,22,CROYDON,532650,166850,281.0,Croydon,inf,inf,51.38520232553051,-0.09511932791276148,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,1925.6628002112539,3-6min
151264-29092023,29-Sep-23,2023,19,ENFIELD,535950,195850,532.0,Edmonton,51.644579923663194,-0.035948286889100435,51.64502163725976,-0.03655071944194393,Edmonton,51.62735,-0.06927,80.84,109867.0,13967.778520302169,3001.0486958759966,6-9min
055301-21042023,21-Apr-23,2023,16,HAMMERSMITH AND FULHAM,523750,180250,303.0,North Kensington,inf,inf,51.50763936671153,-0.21826821793876908,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,1597.7366466920882,3-6min
197849-16122023,16-Dec-23,2023,22,KENSINGTON AND CHELSEA,524050,181950,96.0,North Kensington,inf,inf,51.52285166812968,-0.21335004765387441,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,152.49029046655548,0-3min
133157-01092023,01-Sep-23,2023,3,TOWER HAMLETS,535850,181350,274.0,Poplar,inf,inf,51.51474761976081,-0.0435992634999654,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,1983.6145475861751,3-6min
178213-13112023,13-Nov-23,2023,16,WESTMINSTER,529450,178650,236.0,Lambeth,inf,inf,51.49198489711314,-0.136768645702182,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3350.7023253721873,3-6min
112762-27072023,27-Jul-23,2023,14,LEWISHAM,536050,173350,170.0,Forest Hill,51.4431523700259,-0.043322153337894916,51.442809584464975,-0.04379728589116113,Forest Hill,51.442526,-0.04486797,35.15,74952.0,9196.60724664435,130.22511205201386,0-3min
134528-03092023,03-Sep-23,2023,12,KENSINGTON AND CHELSEA,527450,179350,291.0,Kensington,inf,inf,51.4987296323252,-0.16530846021329232,Kensington,51.5028,-0.1904,12.13,47980.0,4384.517983460514,1800.2311680652858,3-6min
041418-24032023,24-Mar-23,2023,15,HACKNEY,533350,187650,229.0,Stoke Newington,inf,inf,51.57195662236789,-0.07722079375850385,Stoke Newington,51.562056,-0.07653,19.06,86652.0,7052.842221705138,1102.575361555115,3-6min
182572-21112023,21-Nov-23,2023,12,LEWISHAM,538250,172550,355.0,Lewisham,51.43513657527833,-0.01319169697129118,51.4350884429765,-0.01247440305979391,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,2417.579680563207,3-6min
098098-03072023,03-Jul-23,2023,0,ISLINGTON,532550,185350,291.0,Stoke Newington,inf,inf,51.551476457441446,-0.08962388830280117,Stoke Newington,51.562056,-0.07653,19.06,86652.0,7052.842221705138,1486.66250708797,3-6min
070144-19052023,19-May-23,2023,14,REDBRIDGE,543150,188050,338.0,Ilford,inf,inf,51.573150043509756,0.06425577461782084,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,2222.1973059595766,3-6min
033486-08032023,08-Mar-23,2023,17,BEXLEY,550750,178550,255.0,Erith,51.4859446605452,0.1695107549997758,51.485813810067306,0.16977821922665282,Erith,51.48542163,0.15658503,60.56,82181.0,19827.293499317268,902.0837509708407,3-6min
030119-01032023,01-Mar-23,2023,17,LAMBETH,531650,175250,167.0,Brixton,inf,inf,51.46092302741217,-0.10636373030170608,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,477.64698838639003,0-3min
020677-10022023,10-Feb-23,2023,17,ISLINGTON,531650,184050,111.0,Islington,51.54000284752982,-0.10241958411680499,51.54000458191018,-0.10308285789422197,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,11.121406641521368,0-3min
095372-28062023,28-Jun-23,2023,10,ENFIELD,536250,200050,548.0,Enfield,51.68234405068627,-0.030336302839160723,51.68268987702109,-0.030581682285112915,Enfield,51.660474,-0.051915,80.84,109867.0,17844.784030425766,2857.0193562866225,9-12min
176769-11112023,11-Nov-23,2023,13,EALING,520750,179850,328.0,Acton,inf,inf,51.50469282025971,-0.26161062674436814,Acton,51.50715,-0.27691,55.53,91532.0,10349.6321961511,1096.8730989030385,3-6min
104415-13072023,13-Jul-23,2023,11,NEWHAM,542750,186050,461.0,East Ham,inf,inf,51.55528025688612,0.05767626245985425,East Ham,51.523548,0.056981,36.22,116875.0,12907.885584948115,3530.815539358923,6-9min
202089-24122023,24-Dec-23,2023,14,LEWISHAM,535950,175050,354.0,New Cross,inf,inf,51.458110286810395,-0.04458262823304852,New Cross,51.47373132,-0.04923807,35.15,74952.0,6577.655665872406,1767.8068755070913,3-6min
063068-06052023,06-May-23,2023,6,HARINGEY,529850,189150,80.0,Hornsey,51.58650125132689,-0.12750561975107735,51.5862526302201,-0.12714052744446616,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,37.18886970555534,0-3min
151137-29092023,29-Sep-23,2023,16,BARNET,520850,189850,803.0,Hendon,inf,inf,51.59454377423267,-0.2567385901882157,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,2043.2613174448063,12-15min
022854-15022023,15-Feb-23,2023,1,LAMBETH,530050,173750,323.0,Clapham,inf,inf,51.44781244544213,-0.12993252462446084,Clapham,51.4648861,-0.1435183,26.82,63500.0,4838.483661929665,2121.332657462389,3-6min
114472-30072023,30-Jul-23,2023,13,HILLINGDON,506350,178850,304.0,Hayes,inf,inf,51.498594956577385,-0.46930381816722455,Hayes,51.49459,-0.43159,115.7,76198.0,21111.019149492327,2656.6955040029643,3-6min
