IncidentNumber,DateOfCall,CalYear,HourOfCall,IncGeo_BoroughName,Easting_rounded,Northing_rounded,AttendanceTime,DeployedFromStation,lat_cal,long_cal,lat_cal_r,long_cal_r,stat,lat,long,bor_sqkm,pop_per_stat,distance_stat,distance,AttendanceTimeClasses3
085254-12062023,12-Jun-23,2023,22,LEWISHAM,537750,173550,191.0,Lewisham,51.44453292179957,-0.01950428818434681,51.44419630270675,-0.01927421414265142,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,1430.800685910214,3-6min
053909-18042023,18-Apr-23,2023,17,WALTHAM FOREST,537650,189450,416.0,Leyton,inf,inf,51.5870988508303,-0.014508501054238171,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,2578.5367232476215,6-9min
153481-03102023,03-Oct-23,2023,14,EALING,517250,178450,331.0,Ealing,51.49303922946518,-0.3121271405054584,51.49284647547571,-0.3124799867665192,Ealing,51.51217,-0.3137,55.53,91532.0,12909.930286465416,2131.0592881435177,3-6min
052728-16042023,16-Apr-23,2023,12,MERTON,530350,168150,601.0,Norbury,inf,inf,51.39741760366248,-0.1276758590959196,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,1136.8827220425296,9-12min
087161-15062023,15-Jun-23,2023,20,LEWISHAM,539650,173950,319.0,Lewisham,inf,inf,51.44732584015209,0.008205090737149033,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,1851.3960187095404,3-6min
062316-04052023,04-May-23,2023,20,BROMLEY,537450,168050,576.0,Bromley,51.394513547558944,-0.025273463145601336,51.3948447998774,-0.02571919757047975,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,3262.4202512672746,9-12min
157908-10102023,10-Oct-23,2023,20,GREENWICH,538050,176850,101.0,Greenwich,inf,inf,51.4737775324323,-0.013673139818274551,Greenwich,51.47380645,-0.01340824,47.35,57851.0,8733.466473723414,18.68440761773959,0-3min
030923-03032023,03-Mar-23,2023,12,HACKNEY,534850,187050,319.0,Stoke Newington,inf,inf,51.5662084727433,-0.055819923288696435,Stoke Newington,51.562056,-0.07653,19.06,86652.0,7052.842221705138,1508.5837061895297,3-6min
170960-01112023,01-Nov-23,2023,22,CROYDON,535250,162450,528.0,Croydon,51.34494503452968,-0.05916783293413387,51.345048641668384,-0.059450642120857176,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,4171.856128317022,6-9min
071963-22052023,22-May-23,2023,21,NEWHAM,543450,180950,268.0,East Ham,51.50904627300802,0.06599712412122412,51.509276493542174,0.06569049377706655,East Ham,51.523548,0.056981,36.22,116875.0,12907.885584948115,1731.2675139095275,3-6min
071031-21052023,21-May-23,2023,2,GREENWICH,541150,178150,217.0,East Greenwich,51.484254114634254,0.030942229828784102,51.48469492935509,0.031451531230978255,East Greenwich,51.48690404,0.02230543,47.35,57851.0,10620.047076587329,670.3671815802685,3-6min
172939-05112023,05-Nov-23,2023,7,HAMMERSMITH AND FULHAM,522950,180050,318.0,Hammersmith,inf,inf,51.506016391211276,-0.22985920972757826,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,1169.8816222888647,3-6min
011310-23012023,23-Jan-23,2023,16,CROYDON,530850,169350,136.0,Norbury,51.408185820999904,-0.12062169063770299,51.408086733978294,-0.12005059494034317,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,160.13373404599426,0-3min
184585-24112023,24-Nov-23,2023,19,ISLINGTON,532450,186050,194.0,Stoke Newington,inf,inf,51.557790389091544,-0.09080194086664078,Stoke Newington,51.562056,-0.07653,19.06,86652.0,7052.842221705138,1097.6519564717119,3-6min
021037-11022023,11-Feb-23,2023,13,HAMMERSMITH AND FULHAM,523150,179050,235.0,Hammersmith,51.497072926884165,-0.22774215281160298,51.496985731787134,-0.22732773919358673,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,265.9324228701907,3-6min
168368-28102023,28-Oct-23,2023,13,CAMDEN,530250,182250,366.0,Holloway,inf,inf,51.52415321799248,-0.12392343373960764,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,4216.649472444752,6-9min
167588-27102023,27-Oct-23,2023,2,HILLINGDON,509850,179950,324.0,Hayes,51.507991020786434,-0.41841034327840326,51.50781320227312,-0.41856059874138485,Hayes,51.49459,-0.43159,115.7,76198.0,21111.019149492327,1750.4338563253416,3-6min
055735-22042023,22-Apr-23,2023,15,EALING,517750,180750,556.0,Ealing,51.5134865269723,-0.3039349970537677,51.51341396909106,-0.3045141639621563,Ealing,51.51217,-0.3137,55.53,91532.0,12909.930286465416,695.2868024588557,9-12min
055686-22042023,22-Apr-23,2023,13,LAMBETH,530750,180250,266.0,Dowgate,51.50638904025278,-0.11694389305239977,51.506064627502646,-0.11746161129706272,Dowgate,51.510003,-0.090206,2.9,8618.0,2602.1246575935143,1897.251050618073,3-6min
010794-22012023,22-Jan-23,2023,19,GREENWICH,544350,174250,238.0,Eltham,51.44891692866322,0.07535651108939448,51.44884409781518,0.07591450216593137,Eltham,51.45069495,0.05944427,47.35,57851.0,14395.991771601986,1126.2222248246192,3-6min
090808-21062023,21-Jun-23,2023,19,SUTTON,525950,162250,538.0,Sutton,51.34568014045431,-0.19279406362723198,51.34538621876536,-0.19297793621269413,Sutton,51.36904525,-0.21119305,43.85,104758.0,16433.216549540477,2899.175782316167,6-9min
085917-13062023,13-Jun-23,2023,22,NEWHAM,541550,182650,222.0,East Ham,51.52465232999967,0.03906799101176382,51.52503098267227,0.03901282758241058,East Ham,51.523548,0.056981,36.22,116875.0,12907.885584948115,1246.5263044094424,3-6min
019213-07022023,07-Feb-23,2023,19,ISLINGTON,532250,183550,234.0,Islington,inf,inf,51.53537123579088,-0.09462403358904226,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,735.9432868607046,3-6min
131684-29082023,29-Aug-23,2023,17,TOWER HAMLETS,534050,181350,187.0,Whitechapel,inf,inf,51.51517719469146,-0.06952390326451956,Whitechapel,51.515125,-0.068433,19.77,62455.0,4185.566938573565,75.9500936392607,3-6min
146897-22092023,22-Sep-23,2023,6,WANDSWORTH,528250,177550,302.0,Chelsea,51.48217686307515,-0.15400463186453955,51.482372609727506,-0.15444319773915274,Chelsea,51.4871072,-0.1728153,12.13,47980.0,3854.144421682529,1418.958607592841,3-6min
118778-07082023,07-Aug-23,2023,7,BARNET,526650,194050,399.0,Barnet,inf,inf,51.63101515585916,-0.17153527204401892,Barnet,51.64717,-0.18591,86.74,97160.0,16095.505140908866,2054.494919952775,6-9min
029469-28022023,28-Feb-23,2023,10,BROMLEY,542250,167350,356.0,Bromley,inf,inf,51.38737260023419,0.0429481526405085,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,2830.1632405860933,3-6min
056811-24042023,24-Apr-23,2023,18,MERTON,524350,169350,198.0,Wimbledon,51.40931731357653,-0.21307711335860985,51.40954790986845,-0.21345636330340512,Wimbledon,51.4155428,-0.1975317,37.61,107662.0,11296.133801844093,1282.2600112945809,3-6min
067123-13052023,13-May-23,2023,22,BARKING AND DAGENHAM,544250,183350,282.0,Barking,inf,inf,51.53063825630534,0.07819175765731383,Barking,51.52982,0.088809,36.09,109267.0,15193.759829792516,742.3820555528047,3-6min
188941-01122023,01-Dec-23,2023,23,BRENT,520950,183550,197.0,Park Royal,inf,inf,51.53790300445043,-0.2574616394609022,Park Royal,51.53585,-0.26473,43.24,112973.0,10026.497376766112,553.6270849014031,3-6min
199520-19122023,19-Dec-23,2023,21,LAMBETH,530550,173550,277.0,Brixton,inf,inf,51.445900165068686,-0.12281523402246078,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,2089.6648567795673,3-6min
013889-28012023,28-Jan-23,2023,16,LEWISHAM,538150,173650,322.0,Lewisham,inf,inf,51.44499757807684,-0.013483237587178093,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,1320.630462333207,3-6min
168981-29102023,29-Oct-23,2023,13,HARROW,511950,189650,251.0,Harrow,inf,inf,51.59458335181814,-0.38523051090547106,Harrow,51.59096,-0.36634,50.47,130494.0,18990.194902322222,1369.7677228234224,3-6min
008582-18012023,18-Jan-23,2023,22,TOWER HAMLETS,535650,181350,222.0,Shadwell,51.5143610654949,-0.04684424169663994,51.51479563309213,-0.046479747258536465,Shadwell,51.510868,-0.055828,19.77,62455.0,4981.476274561277,736.496187543556,3-6min
185520-26112023,26-Nov-23,2023,7,TOWER HAMLETS,535050,180750,273.0,Shadwell,51.50981612473917,-0.055281794665013914,51.50954749191094,-0.055350878348976354,Shadwell,51.510868,-0.055828,19.77,62455.0,4981.476274561277,123.33576646897323,3-6min
004010-09012023,09-Jan-23,2023,14,HACKNEY,535050,183850,335.0,Homerton,inf,inf,51.53740484150717,-0.0541636771094276,Homerton,51.548634,-0.043184,19.06,86652.0,7441.716420234339,1463.23784639982,3-6min
027564-24022023,24-Feb-23,2023,14,BARKING AND DAGENHAM,545350,183950,242.0,Barking,inf,inf,51.535747652808254,0.09428604652369615,Barking,51.52982,0.088809,36.09,109267.0,15193.759829792516,761.1733163317796,3-6min
177908-13112023,13-Nov-23,2023,5,LEWISHAM,540250,176950,301.0,East Greenwich,51.47387519358938,0.017996453549040517,51.47413553768351,0.018022343622603805,East Greenwich,51.48690404,0.02230543,47.35,57851.0,10620.047076587329,1479.696046351548,3-6min
009812-21012023,21-Jan-23,2023,2,LEWISHAM,536150,177650,366.0,New Cross,inf,inf,51.4814265198897,-0.040704989990062,New Cross,51.47373132,-0.04923807,35.15,74952.0,6577.655665872406,1041.3641801114254,6-9min
056397-23042023,23-Apr-23,2023,20,HILLINGDON,509350,178750,304.0,Hayes,51.49704301700839,-0.4267704702608654,51.49712439741512,-0.42613378402828334,Hayes,51.49459,-0.43159,115.7,76198.0,21111.019149492327,433.7729045942235,3-6min
067619-14052023,14-May-23,2023,21,GREENWICH,543350,171650,318.0,Eltham,inf,inf,51.42573498008078,0.060482083120341826,Eltham,51.45069495,0.05944427,47.35,57851.0,14395.991771601986,2777.9002379588355,3-6min
144564-18092023,18-Sep-23,2023,17,HAMMERSMITH AND FULHAM,522950,179450,266.0,Hammersmith,inf,inf,51.500624092213464,-0.23006814779246548,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,646.475678240696,3-6min
065015-09052023,09-May-23,2023,19,HARINGEY,533550,190550,197.0,Tottenham,51.59833409104153,-0.07298801899973535,51.59796944610056,-0.07323447846728831,Tottenham,51.59264,-0.07164,29.59,132065.0,10266.571281623115,640.6587420001673,3-6min
152275-01102023,01-Oct-23,2023,10,NEWHAM,540850,180950,223.0,Plaistow,inf,inf,51.50992998903511,0.0282505444605688,Plaistow,51.520068,0.031699,36.22,116875.0,11120.328820106488,1153.058700961163,3-6min
185930-26112023,26-Nov-23,2023,22,WALTHAM FOREST,536750,187750,237.0,Leyton,inf,inf,51.5720415659771,-0.028152480318300713,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,1153.7744120181694,3-6min
133465-01092023,01-Sep-23,2023,16,GREENWICH,541550,177950,322.0,East Greenwich,inf,inf,51.48279788616728,0.03712832565153047,East Greenwich,51.48690404,0.02230543,47.35,57851.0,10620.047076587329,1126.4475026130192,3-6min
096083-29062023,29-Jun-23,2023,15,HILLINGDON,505250,182350,409.0,Hillingdon,51.53026416275579,-0.48375449195190456,51.530259643728456,-0.4841006461905687,Hillingdon,51.53228,-0.45221,115.7,76198.0,22665.210491894057,2198.491081567513,6-9min
038416-18032023,18-Mar-23,2023,9,HARROW,515850,190750,309.0,Stanmore,inf,inf,51.60368189054761,-0.3285906320653548,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,2155.4485528636337,3-6min
002992-07012023,07-Jan-23,2023,9,CROYDON,531450,161950,206.0,Purley,inf,inf,51.34144596170817,-0.11416376549179721,Purley,51.33170045,-0.12504873,86.52,78101.0,19533.83792679669,1323.2435725661717,3-6min
122532-13082023,13-Aug-23,2023,20,WESTMINSTER,529150,181750,324.0,Euston,inf,inf,51.51991225720008,-0.1399532954081475,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,1080.1898577217044,3-6min
040223-22032023,22-Mar-23,2023,0,LAMBETH,530950,178750,300.0,Lambeth,inf,inf,51.49253847067753,-0.11513778399600696,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3270.2682341171967,3-6min
137687-08092023,08-Sep-23,2023,3,ISLINGTON,531750,183950,178.0,Islington,inf,inf,51.53908262453099,-0.10167916662836739,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,102.94553878527488,0-3min
197279-15122023,15-Dec-23,2023,23,CROYDON,532250,164450,267.0,Croydon,inf,inf,51.363727465287994,-0.1017565637351883,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,633.8010141586052,3-6min
116929-03082023,03-Aug-23,2023,20,CROYDON,538350,162150,166.0,Addington,inf,inf,51.34160730857147,-0.015085306402151924,Addington,51.35185047,-0.0239798,86.52,78101.0,18718.41426144012,1297.2009639031967,0-3min
141136-13092023,13-Sep-23,2023,3,GREENWICH,542450,173350,316.0,Eltham,inf,inf,51.4412375990697,0.04822905384178942,Eltham,51.45069495,0.05944427,47.35,57851.0,14395.991771601986,1309.6040373727978,3-6min
191642-06122023,06-Dec-23,2023,14,HOUNSLOW,512050,174650,227.0,Feltham,51.4599820474083,-0.3880851229576188,51.459745700960745,-0.38855408095278354,Feltham,51.46076,-0.41383,55.99,95980.0,20496.509403628635,1793.1400515135235,3-6min
068102-15052023,15-May-23,2023,19,WESTMINSTER,526350,182550,171.0,Paddington,inf,inf,51.527734441009436,-0.18000093661202504,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,863.6513476599704,0-3min
018158-05022023,05-Feb-23,2023,20,WANDSWORTH,527950,173250,370.0,Battersea,inf,inf,51.44379691292659,-0.16031586198506986,Battersea,51.4671185,-0.1876668,34.26,109456.0,6105.024929730367,3216.6205325455,6-9min
020713-10022023,10-Feb-23,2023,19,WALTHAM FOREST,538350,187550,227.0,Leyton,inf,inf,51.56985439140526,-0.005158838679177658,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,1082.6006398033487,3-6min
117938-05082023,05-Aug-23,2023,16,KENSINGTON AND CHELSEA,523950,181050,170.0,North Kensington,inf,inf,51.5147852408383,-0.21510692428488745,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,785.0119960660144,0-3min
149067-26092023,26-Sep-23,2023,7,CROYDON,538150,163050,206.0,Addington,inf,inf,51.34974359164914,-0.01760587897347955,Addington,51.35185047,-0.0239798,86.52,78101.0,18718.41426144012,502.1214472928551,3-6min
161567-16102023,16-Oct-23,2023,19,WESTMINSTER,529150,180450,401.0,Euston,51.508593204519386,-0.14011170409372892,51.50822954482784,-0.1404291330397474,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,2227.770218651336,6-9min
197228-15122023,15-Dec-23,2023,21,NEWHAM,540150,183550,257.0,Plaistow,inf,inf,51.53346708758276,0.019203556843768437,Plaistow,51.520068,0.031699,36.22,116875.0,11120.328820106488,1724.6362650511278,3-6min
122553-13082023,13-Aug-23,2023,21,HAVERING,551050,188050,286.0,Dagenham,51.570706727462536,0.17801799252898692,51.57109066716436,0.17816622513022687,Dagenham,51.559507,0.15678,36.09,109267.0,20534.625316519363,1930.8056174856738,3-6min
029927-01032023,01-Mar-23,2023,9,KENSINGTON AND CHELSEA,526850,177950,179.0,Chelsea,inf,inf,51.48628279572313,-0.17445019701002223,Chelsea,51.4871072,-0.1728153,12.13,47980.0,3854.144421682529,145.9757412711561,0-3min
146412-21092023,21-Sep-23,2023,11,ISLINGTON,530850,186350,247.0,Holloway,inf,inf,51.56085941064763,-0.11375686788990326,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,212.93037589477672,3-6min
114470-30072023,30-Jul-23,2023,12,BROMLEY,540350,170050,247.0,Bromley,51.41236766872179,0.016767907730969627,51.41210756860105,0.016727699945430705,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,593.2743771872472,3-6min
141333-13092023,13-Sep-23,2023,14,BRENT,520750,186950,381.0,Stanmore,inf,inf,51.568502366700216,-0.2591777975200524,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,4736.603124667207,6-9min
008963-19012023,19-Jan-23,2023,17,CROYDON,537950,163150,179.0,Addington,inf,inf,51.35069076555371,-0.02043722905340788,Addington,51.35185047,-0.0239798,86.52,78101.0,18718.41426144012,278.4889105514559,0-3min
075900-29052023,29-May-23,2023,13,BROMLEY,534550,170050,391.0,Beckenham,inf,inf,51.41351229501892,-0.06661937995104923,Beckenham,51.40804499,-0.0341093,150.15,82458.0,12792.281250373548,2342.281941859342,6-9min
063471-07052023,07-May-23,2023,0,KENSINGTON AND CHELSEA,524050,181850,112.0,North Kensington,inf,inf,51.52195296266215,-0.21338522111518027,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,101.10546329801473,0-3min
033108-07032023,07-Mar-23,2023,20,HACKNEY,535050,187250,296.0,Stoke Newington,51.568255388489234,-0.05290439648627949,51.567957887995696,-0.05285938950777305,Stoke Newington,51.562056,-0.07653,19.06,86652.0,7052.842221705138,1779.7063694203719,3-6min
008221-18012023,18-Jan-23,2023,10,NEWHAM,542450,185750,360.0,Ilford,51.5526611927123,0.05266802772839044,51.552660341464396,0.05323055948746168,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,2910.0889858492155,3-6min
163555-20102023,20-Oct-23,2023,2,HOUNSLOW,517150,177350,364.0,Heston,inf,inf,51.48298083753527,-0.3142843989156868,Heston,51.47492,-0.3431,55.99,95980.0,15360.683212352244,2193.597855304502,6-9min
098444-03072023,03-Jul-23,2023,14,HACKNEY,532250,182950,216.0,Shoreditch,51.530123623724045,-0.09487197984350629,51.52997937263318,-0.09484916712618958,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,827.4599315363172,3-6min
077470-01062023,01-Jun-23,2023,5,GREENWICH,545850,179450,342.0,Plumstead,51.49497426702003,0.09982157039641694,51.495184540654456,0.09962953939074871,Plumstead,51.48742785,0.09135732,47.35,57851.0,15319.13487631769,1026.4147059639781,3-6min
105831-15072023,15-Jul-23,2023,16,MERTON,525450,170050,42.0,Wimbledon,51.415508984877995,-0.19753414919204326,51.415596866830136,-0.19740126181390225,Wimbledon,51.4155428,-0.1975317,37.61,107662.0,11296.133801844093,4.112541073394537,0-3min
051521-14042023,14-Apr-23,2023,2,TOWER HAMLETS,534650,182650,224.0,Bethnal Green,inf,inf,51.52671679954803,-0.06038597670017693,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,591.921619900003,3-6min
042700-27032023,27-Mar-23,2023,11,NEWHAM,542250,183450,3.0,East Ham,51.53226633650736,0.05006343473537318,51.53204378698545,0.04941902849629886,East Ham,51.523548,0.056981,36.22,116875.0,12907.885584948115,1081.9187559367645,0-3min
075336-28052023,28-May-23,2023,17,WESTMINSTER,527550,181250,167.0,Paddington,51.5156589676269,-0.163359966871428,51.515782076405046,-0.16318206131430302,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,1457.0227473139594,0-3min
168129-28102023,28-Oct-23,2023,1,BARNET,527750,193950,364.0,Southgate,inf,inf,51.62986803870661,-0.15568755557086641,Southgate,51.6306,-0.12754,80.84,109867.0,13734.420279492835,1950.7055838263457,6-9min
205382-30122023,30-Dec-23,2023,21,CROYDON,532350,165250,308.0,Croydon,inf,inf,51.37089357213057,-0.100023460389166,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,404.84948938686705,3-6min
131008-28082023,28-Aug-23,2023,13,NEWHAM,540250,183250,224.0,Plaistow,inf,inf,51.530746531330394,0.02052495557462988,Plaistow,51.520068,0.031699,36.22,116875.0,11120.328820106488,1418.7752924067236,3-6min
168816-29102023,29-Oct-23,2023,6,ISLINGTON,532650,181950,294.0,Shoreditch,51.520838486129925,-0.08904684709132668,51.520899209780744,-0.08946232703837997,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,720.5607111888658,3-6min
052374-15042023,15-Apr-23,2023,18,WALTHAM FOREST,538850,187750,237.0,Leytonstone,inf,inf,51.5715287686405,0.0021298357387646654,Leytonstone,51.560346,0.0079829,38.82,69512.0,11093.48251146864,1308.706304817821,3-6min
151773-30092023,30-Sep-23,2023,15,NEWHAM,541150,185450,461.0,East Ham,51.55063676638769,0.03466201885864841,51.55029107272601,0.03437253595622575,East Ham,51.523548,0.056981,36.22,116875.0,12907.885584948115,3387.552644040199,6-9min
151375-29092023,29-Sep-23,2023,21,LEWISHAM,535450,176850,133.0,New Cross,inf,inf,51.47440539634323,-0.05108582981256996,New Cross,51.47373132,-0.04923807,35.15,74952.0,6577.655665872406,148.68214430878186,0-3min
035114-11032023,11-Mar-23,2023,18,ISLINGTON,529550,186750,433.0,Hornsey,51.56440548265636,-0.13193399680597498,51.56475385868492,-0.13235256869040296,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,2497.763775093214,6-9min
079446-04062023,04-Jun-23,2023,13,HAMMERSMITH AND FULHAM,523150,179250,285.0,Hammersmith,inf,inf,51.49878316386939,-0.2272580016617687,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,365.17108498658814,3-6min
119536-08082023,08-Aug-23,2023,16,CITY OF LONDON,532950,181150,209.0,Dowgate,51.514065550278296,-0.08509307154416393,51.513639610084965,-0.08544241636256268,Dowgate,51.510003,-0.090206,2.9,8618.0,2602.1246575935143,576.7837119251819,3-6min
174284-07112023,07-Nov-23,2023,6,EALING,520950,181150,371.0,Acton,inf,inf,51.516333574106554,-0.2582849164589468,Acton,51.50715,-0.27691,55.53,91532.0,10349.6321961511,1647.975430384628,6-9min
044842-31032023,31-Mar-23,2023,17,LEWISHAM,536450,175450,324.0,Lewisham,inf,inf,51.461584596899854,-0.03723615641759744,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,1723.5407136861472,3-6min
167199-26102023,26-Oct-23,2023,11,MERTON,526250,169650,517.0,Wimbledon,51.411932910609856,-0.18607010042890887,51.41182462064729,-0.1860456263827518,Wimbledon,51.4155428,-0.1975317,37.61,107662.0,11296.133801844093,894.6653518971245,6-9min
155613-07102023,07-Oct-23,2023,8,ISLINGTON,531750,183150,236.0,Islington,inf,inf,51.531893447548356,-0.10197825765319678,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,892.479453958084,3-6min
182356-21112023,21-Nov-23,2023,0,TOWER HAMLETS,535050,181250,203.0,Shadwell,inf,inf,51.51404062314537,-0.05515952327304013,Shadwell,51.510868,-0.055828,19.77,62455.0,4981.476274561277,356.0174372430956,3-6min
135856-05092023,05-Sep-23,2023,14,CAMDEN,531450,181750,134.0,Dowgate,51.51910206210408,-0.10729554148943551,51.5193821919186,-0.10682267844275765,Dowgate,51.510003,-0.090206,2.9,8618.0,2602.1246575935143,1558.5054768081143,0-3min
000915-02012023,02-Jan-23,2023,15,MERTON,524150,170250,280.0,Wimbledon,inf,inf,51.417680201742655,-0.21601567320251744,Wimbledon,51.4155428,-0.1975317,37.61,107662.0,11296.133801844093,1307.6810720435556,3-6min
062168-04052023,04-May-23,2023,16,WESTMINSTER,525550,181150,251.0,Paddington,51.51537091915247,-0.19228330791934156,51.51533097518823,-0.1920254624870316,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,835.7235962178552,3-6min
112597-27072023,27-Jul-23,2023,8,SUTTON,530050,163350,321.0,Wallington,inf,inf,51.35434937761369,-0.1337409051535724,Wallington,51.36242334,-0.14837595,43.85,104758.0,16178.399354451967,1358.7083339585085,3-6min
135399-04092023,04-Sep-23,2023,19,TOWER HAMLETS,537750,182250,265.0,Poplar,51.52216220416812,-0.01657038240079721,51.52237540451435,-0.015883605916251518,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,1257.0961346347985,3-6min
051587-14042023,14-Apr-23,2023,6,REDBRIDGE,543850,190550,436.0,Hainault,inf,inf,51.5954356141307,0.07537306868404574,Hainault,51.605945,0.10283,56.41,103279.0,19373.89533919592,2233.0236840443886,6-9min
163552-20102023,20-Oct-23,2023,2,CROYDON,533350,170650,221.0,West Norwood,inf,inf,51.41918746811118,-0.0836389440590038,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,2041.1536218751905,3-6min
004539-10012023,10-Jan-23,2023,16,WESTMINSTER,528150,181250,517.0,Soho,51.5160090626135,-0.15472698515544392,51.515646419106865,-0.15453986222064858,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,1621.9111508036694,6-9min
066047-11052023,11-May-23,2023,20,TOWER HAMLETS,537150,178750,224.0,Millwall,inf,inf,51.49106990849511,-0.025886315154342053,Millwall,51.500806,-0.025725,19.77,62455.0,7085.781804491156,1083.273623616792,3-6min
018866-07022023,07-Feb-23,2023,4,WANDSWORTH,527950,171350,350.0,Tooting,inf,inf,51.42672175134791,-0.16100172905822407,Tooting,51.4380528,-0.1654001,34.26,109456.0,8131.550209914634,1297.230671627456,3-6min
028881-27022023,27-Feb-23,2023,2,WESTMINSTER,528850,181350,167.0,Euston,51.516748550190535,-0.14403138537028953,51.51638602000069,-0.14442086054197703,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,1529.911181472807,0-3min
096283-29062023,29-Jun-23,2023,20,BARNET,525150,195750,195.0,Barnet,51.646474664682486,-0.19197310399436926,51.64662801559369,-0.19258853477245788,Barnet,51.64717,-0.18591,86.74,97160.0,16095.505140908866,424.2281313675683,3-6min
020856-11022023,11-Feb-23,2023,3,NEWHAM,539650,182350,348.0,Plaistow,51.522944929923604,0.011919557430870914,51.52280782649452,0.01152429974643318,Plaistow,51.520068,0.031699,36.22,116875.0,11120.328820106488,1407.8460957312632,3-6min
133902-02092023,02-Sep-23,2023,11,SOUTHWARK,534550,176050,587.0,Forest Hill,51.46754249301823,-0.06456664750522699,51.46743085599673,-0.06434100798024958,Forest Hill,51.442526,-0.04486797,35.15,74952.0,9196.60724664435,3101.181693317604,9-12min
047711-06042023,06-Apr-23,2023,12,CITY OF LONDON,532850,181250,312.0,Dowgate,51.51456286820637,-0.08746469863300466,51.51456175412642,-0.0868450056066702,Dowgate,51.510003,-0.090206,2.9,8618.0,2602.1246575935143,542.7824655673971,3-6min
161013-15102023,15-Oct-23,2023,20,HARINGEY,532150,189450,367.0,Tottenham,inf,inf,51.588414360189944,-0.09384909488321166,Tottenham,51.59264,-0.07164,29.59,132065.0,10266.571281623115,1609.3565272683697,6-9min
194872-11122023,11-Dec-23,2023,20,BARKING AND DAGENHAM,551250,186750,369.0,Dagenham,51.559600067256575,0.18094978852346646,51.55935679760991,0.18049090329991085,Dagenham,51.559507,0.15678,36.09,109267.0,20534.625316519363,1678.7845541238348,6-9min
051155-13042023,13-Apr-23,2023,11,HILLINGDON,505650,184050,618.0,Southall,51.545165400234275,-0.47829823949648903,51.54546501642913,-0.477826751933403,Southall,51.51144,-0.37448,55.53,91532.0,17114.811924824804,8122.226176937993,9-12min
044447-30032023,30-Mar-23,2023,21,CROYDON,538650,163250,220.0,Addington,inf,inf,51.351419184436615,-0.01035285346115224,Addington,51.35185047,-0.0239798,86.52,78101.0,18718.41426144012,950.5432722115639,3-6min
063741-07052023,07-May-23,2023,14,WESTMINSTER,529250,178950,273.0,Lambeth,51.495160124392164,-0.13908824768395014,51.494726627690376,-0.13953808807002877,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3736.4560300168655,3-6min
